Wage (€),Value (€),Name,Age,Nationality,Overall,Potential,Club
1000,60000,A. Al Shehry,21,Saudi Arabia,53,60,Al Qadisiyah
2000,50000,V. Lukichev,25,Russia,53,57,FC Tosno
1000,80000,K. Pestka,18,Poland,53,65,Cracovia
1000,100000,A. Kyeremeh,21,Ghana,53,64,Albacete Balompié
2000,100000,M. Al Khaibari,20,Saudi Arabia,53,64,Ohod Club
1000,80000,A. Long,20,France,53,65,FC Sochaux-Montbéliard
1000,90000,P. Po_ski,19,Poland,53,63,Korona Kielce
1000,100000,S. Brady,21,Australia,53,64,Brisbane Roar
1000,70000,A. Vaporakis,22,Denmark,53,63,FC Helsingør
1000,100000,O. Breistøl,18,Norway,53,66,Sandefjord Fotball
1000,70000,P. Burke,21,Republic of Ireland,53,62,Finn Harps
1000,130000,E. Banza,17,Congo,53,74,HJK Helsinki
1000,100000,O. Al Saleem,20,Saudi Arabia,53,66,Ettifaq FC
1000,130000,F. Sosa,17,Argentina,53,75,Temperley
3000,110000,R. Edmonds-Green,18,England,53,72,Huddersfield Town
1000,60000,K. Yoshimaru,21,Japan,53,57,Vissel Kobe
1000,90000,H. Duman,18,Norway,53,65,Strømsgodset IF
1000,80000,S. Niang,22,Senegal,53,60,La Berrichonne de Châteauroux
1000,100000,P. Nowak,19,Poland,53,65,Termalica Bruk-Bet Nieciecza
1000,110000,N. Tzanev,20,New Zealand,53,68,AFC Wimbledon
1000,90000,L. Spence,21,Scotland,53,61,Dundee FC
2000,40000,I. Al Subaie,30,Saudi Arabia,53,53,Ohod Club
1000,80000,M. Rodrigues,20,Switzerland,53,62,FC Thun
1000,120000,Y. Suzuki,18,Japan,53,69,F.C. Tokyo
1000,90000,E. Gajko,21,Poland,53,61,Jagiellonia Bia_ystok
1000,80000,S. Enzler,19,Switzerland,53,65,FC Luzern
3000,90000,H. Al Nakhli,22,Saudi Arabia,53,61,Al Fateh
1000,130000,W. Jakkit,20,Thailand,53,69,F.C. Tokyo
1000,90000,K. Takayama,20,Japan,53,64,Omiya Ardija
1000,70000,B. Petersen,21,South Africa,53,61,Kaizer Chiefs
1000,120000,A. Waagan,17,Norway,53,68,Aalesunds FK
2000,120000,E. Alessandrini,20,Switzerland,53,67,FC Thun
1000,80000,D. Rodríguez,20,Colombia,53,64,Corporación Club Deportivo Tuluá
1000,130000,R. Webb-Foster,19,England,53,68,Bradford City
1000,120000,M. Smallcombe,18,Wales,53,73,Exeter City
1000,100000,P. Aas,20,Norway,53,64,Tromsø IL
1000,110000,J. Barstad,19,Norway,53,67,Aalesunds FK
1000,80000,M. Nilsson,18,Sweden,53,65,Malmö FF
4000,120000,D. Kane,20,Republic of Ireland,53,70,Huddersfield Town
2000,60000,M. Al Maqadi,28,Saudi Arabia,53,53,Ettifaq FC
3000,80000,R. Booty,19,England,53,63,Huddersfield Town
1000,100000,G. Caccin,19,Italy,53,64,Cittadella
1000,60000,K. Karpieszuk,20,Poland,53,59,Jagiellonia Bia_ystok
1000,100000,J. Moreno,17,Colombia,53,72,CD Los Millionarios Bogota
1000,80000,Lee Jung Jin,23,Korea Republic,53,60,Gangwon FC
1000,130000,J. Hope,19,Australia,53,67,Melbourne Victory
1000,100000,S. Sinyan,20,Norway,53,65,Lillestrøm SK
1000,70000,J. Lucero,22,Argentina,53,61,Temperley
1000,80000,K. Yoshio,19,Japan,53,60,Yokohama F. Marinos
2000,130000,V. Demaku,17,Austria,53,77,FK Austria Wien
1000,100000,A. Bahtijar,18,Sweden,53,65,GIF Sundsvall
1000,80000,G. Coudert,18,France,53,65,Tours FC
1000,80000,A. Talal,21,Morocco,53,63,US Orléans Loiret Football
1000,60000,B. Moore,25,United States,53,59,Rochdale
4000,120000,A. Zerbin,18,Italy,53,73,Napoli
1000,70000,C. Waters,21,Scotland,53,61,Kilmarnock
2000,60000,K. Al Muqaytib,25,Saudi Arabia,53,58,Al Raed
1000,120000,N. Uche,17,Switzerland,53,74,FC Thun
1000,100000,V. Cabezas,19,Colombia,53,68,Deportivo Pasto
1000,50000,N. Al Anazi,28,Saudi Arabia,53,56,Al Batin
1000,50000,R. Miura,25,Japan,53,56,Júbilo Iwata
1000,70000,R. Díaz,21,Mexico,53,61,Querétaro
2000,90000,R. Goteni,21,Congo,53,62,ES Troyes AC
1000,90000,M. Matsumoto,22,Japan,53,63,Júbilo Iwata
1000,90000,V. Piechocki,20,France,53,62,Stade de Reims
1000,60000,M. Karwot,24,Germany,53,57,Górnik Zabrze
1000,120000,A. Sigurðsson,18,Iceland,53,70,IFK Norrköping
1000,80000,L. Pompilio,25,Italy,53,56,Foggia
1000,100000,D. Borsellini,18,Italy,53,73,Udinese
5000,110000,Erik Sarmiento,18,Spain,53,72,Manchester City
2000,110000,R. Schofield,17,England,53,76,Huddersfield Town
1000,80000,S. Härtel,18,Germany,53,64,FC Erzgebirge Aue
1000,120000,M. Alluci,18,Italy,53,71,Virtus Entella
1000,100000,V. Michl,18,Germany,53,64,FC Erzgebirge Aue
1000,120000,L. Higham,20,England,53,69,Fleetwood Town
1000,70000,K. Krygård,17,Norway,53,60,FK Haugesund
1000,130000,E. Iandolo,19,England,53,67,Swindon Town
3000,120000,H. Gilmour,18,England,53,71,Sheffield United
1000,110000,F. Musonda,19,England,53,67,Luton Town
1000,110000,K. Yao,18,England,53,73,Charlton Athletic
1000,100000,F. Nardi,19,Italy,53,65,Novara
1000,80000,Kim Yong Jin,24,Korea Republic,53,58,Ulsan Hyundai Horang-i
1000,90000,T. Mannek,20,Germany,53,62,SC Paderborn 07
1000,100000,H. Fossdal,18,Norway,53,67,FK Haugesund
1000,100000,T. Lijour,18,France,53,71,Stade Brestois 29
1000,120000,C. Ellis,20,Republic of Ireland,53,66,Cork City
1000,80000,G. Hayama,24,Japan,53,57,Albirex Niigata
1000,130000,K. Smole_,19,Poland,53,67,Sandecja Nowy S_cz
1000,130000,J. Hastie,19,Scotland,53,67,Motherwell
1000,120000,J. Tartarotti,17,Austria,53,68,SCR Altach
1000,120000,M. Bildøy,17,Norway,53,68,SK Brann
1000,120000,W. Nowak,18,Poland,53,69,Sandecja Nowy S_cz
1000,70000,Lee Hyun Woo,23,Korea Republic,53,61,Daegu FC
1000,120000,S. Blaney,18,Republic of Ireland,53,76,Finn Harps
1000,100000,A. Skov Olsen,17,Denmark,53,66,FC Nordsjælland
1000,60000,C. Burns,22,England,53,58,Galway United
1000,110000,H. Coulson,19,England,53,73,Middlesbrough
2000,100000,C. Saunders,21,Wales,53,63,Notts County
1000,130000,M. Ramkilde,19,Denmark,53,68,Aalborg BK
1000,90000,S. Shamohammad,18,Norway,53,63,Sandefjord Fotball
1000,70000,V. Nirennold,26,France,53,56,Fleetwood Town
1000,120000,T. Børkeeiet,18,Norway,53,73,Stabæk Fotball
1000,100000,J. Isaksen,17,Norway,53,66,Kristiansund BK
1000,100000,M. Mangraviti,19,Italy,53,64,Brescia
1000,110000,D. Zappella,19,Italy,53,73,Empoli
1000,120000,H. Logan,18,England,53,72,Milton Keynes Dons
1000,120000,G. Morandi,18,Switzerland,53,73,Grasshopper Club Zürich
2000,70000,J. Ngongo,23,Angola,53,63,Grasshopper Club Zürich
1000,120000,S. Friðjónsson,21,Iceland,53,67,Vålerenga Fotball
2000,90000,R. Kakeeto,22,Uganda,53,62,Aalborg BK
1000,80000,Wanderson,21,Brazil,53,63,Corporación Club Deportivo Tuluá
1000,120000,G. Foulon,18,France,53,72,Valenciennes FC
2000,100000,F. Onyeka,19,Nigeria,53,65,FC Midtjylland
1000,130000,L. Krakowczyk,19,Poland,53,69,Piast Gliwice
1000,90000,I. Ünal,19,Turkey,53,66,Alanyaspor
1000,110000,E. Toal,18,Northern Ireland,53,70,Derry City
3000,70000,A. Al Qasir,24,Saudi Arabia,53,55,Al Raed
1000,130000,A. Jakupovi_,19,Austria,53,69,Empoli
1000,120000,J. Antwi-Nyame,18,England,53,68,AFC Wimbledon
1000,70000,Y. Horigome,22,Japan,53,61,Albirex Niigata
1000,110000,M. Kaasa,19,Norway,53,66,Odds BK
1000,100000,S. Hirao,21,Japan,53,64,Gamba Osaka
1000,70000,T. Takagiwa,22,Japan,53,61,Shimizu S-Pulse
1000,100000,D. Matsuzaka,19,Japan,53,66,Southend United
1000,140000,A. Zeqiri,18,Switzerland,53,75,FC Lausanne-Sports
1000,130000,E. Simonsen,17,Denmark,53,77,Lyngby BK
3000,80000,H. Al Jasim,22,Saudi Arabia,53,60,Al Fateh
1000,70000,S. Sødergren,20,Norway,53,63,Aalesunds FK
1000,80000,P. Bahanack,19,Cameroon,53,62,Stade de Reims
1000,100000,D. Mottley-Henry,19,England,53,65,Barnsley
2000,90000,H. Brockbank,18,England,53,65,Bolton Wanderers
1000,50000,Lee Yun Oh,18,Korea Republic,53,57,Vegalta Sendai
1000,100000,J. Anziani,18,France,53,66,GFC Ajaccio
1000,70000,M. Urwin,23,England,53,62,Fleetwood Town
1000,90000,M. Doyle,18,Republic of Ireland,53,63,Drogheda United
1000,120000,H. Furuncu,18,France,53,69,US Quevilly-Rouen
2000,80000,K. Arshanskiy,20,Russia,53,62,FC SKA-Energiya Khabarovsk
1000,130000,M. Francois,20,France,53,69,FC Sochaux-Montbéliard
4000,120000,A. Baker,20,Wales,53,67,Sheffield Wednesday
1000,90000,C. O'Toole,19,Australia,53,65,Brisbane Roar
1000,90000,A. Jallow,19,Sweden,53,65,Jönköpings Södra IF
1000,100000,J. Doherty,21,Northern Ireland,53,66,Crawley Town
1000,120000,K. McClean,18,Northern Ireland,53,71,St. Johnstone FC
2000,120000,P. Teixeira,18,Switzerland,53,70,BSC Young Boys
1000,70000,L. Coddington,22,England,53,63,Northampton Town
1000,70000,J. McGuire,22,United States,53,61,Philadelphia Union
6000,120000,K. Sterling,18,England,53,73,Tottenham Hotspur
2000,100000,B. House,18,England,53,72,West Bromwich Albion
2000,100000,A. Al Obud,22,Saudi Arabia,53,63,Ettifaq FC
1000,120000,A. McCarthy,18,Scotland,53,73,Partick Thistle F.C.
2000,100000,M. Baidoo,18,Ghana,53,65,FC Midtjylland
1000,70000,G. Vicario,20,Italy,53,61,F.B.C. Unione Venezia
1000,80000,L. Gordon,21,Scotland,53,62,St. Johnstone FC
1000,110000,C. Shelis,17,Cyprus,53,73,Shrewsbury
1000,90000,B. Babic,19,Switzerland,53,62,FC St. Gallen
1000,90000,P. Gannon,20,Republic of Ireland,53,61,Bohemian FC
1000,100000,L. Williams,18,England,53,70,Exeter City
1000,80000,L. Danquah,19,England,53,63,Mansfield Town
1000,120000,C. Peters,18,England,53,69,Walsall
2000,110000,T. Blake,19,England,53,66,Mansfield Town
1000,90000,K. Poprawa,19,Poland,53,64,_l_sk Wroc_aw
1000,40000,N. Hatta,31,Japan,53,53,Júbilo Iwata
1000,70000,T. Augello,22,Italy,53,61,La Spezia
1000,100000,D. Vásquez,19,Colombia,53,68,Patriotas Boyacá FC
1000,90000,J. Bayly,21,Republic of Ireland,53,62,Drogheda United
2000,110000,M. Bech Sorensen,18,Denmark,53,68,Brentford
1000,60000,M. Cancela,24,Mexico,53,55,Tiburones Rojos de Veracruz
2000,80000,N. Sutter,22,Switzerland,53,61,FC Thun
2000,120000,E. Brignola,17,Italy,53,71,Benevento Calcio
1000,100000,A. Sadrijaj,20,Switzerland,53,66,FC Zürich
1000,120000,R. Barnett,17,England,53,68,Shrewsbury
2000,130000,S. Cáseres,20,Argentina,53,67,Vélez Sarsfield
1000,90000,Y. Nuxoll,19,Germany,53,65,SV Meppen
1000,70000,V. De Lucia,21,Italy,53,63,Bari
2000,100000,A. Yi_iter,17,Turkey,53,72,Fenerbahçe SK
1000,60000,L. Steacy,24,Republic of Ireland,53,58,Bray Wanderers
2000,130000,J. Umerah,20,Nigeria,53,70,Wycombe Wanderers
1000,70000,N. Vidal,20,Colombia,53,63,CD America de Cali
1000,130000,N. Kyei,19,England,53,67,Barnet
1000,120000,T. Hayles-Docherty,18,England,53,69,Walsall
1000,120000,M. Haile-Selassie,18,Switzerland,53,71,FC Zürich
1000,120000,L. Scherff,20,Germany,53,67,Hansa Rostock
1000,90000,R. Deakin,20,Wales,53,61,Morecambe
1000,70000,J. Dakir,20,Denmark,53,63,Randers FC
1000,110000,J. Jaimes,19,Colombia,53,67,Atlético Bucaramanga
1000,60000,T. Brinkmann,21,Germany,53,60,SC Paderborn 07
1000,110000,D. Higgins,19,Scotland,53,68,Kilmarnock
1000,90000,O. Edlund,17,Sweden,53,65,Hammarby IF
1000,50000,G. Nyberg,19,Sweden,52,60,AIK Solna
1000,100000,M. Penfold,18,England,52,68,Peterborough United
0,0,C. Singh,20,India,52,61,
1000,100000,K. Ramè,19,France,52,66,Foggia
1000,90000,W. Hajda,17,Poland,52,69,Górnik Zabrze
0,0,A. Singh,24,India,52,56,
1000,90000,J. Penrice,18,Scotland,52,71,Partick Thistle F.C.
3000,110000,J. Boyle,19,England,52,67,Huddersfield Town
1000,100000,Jeong Seung Won,20,Korea Republic,52,65,Daegu FC
1000,110000,R. Dingwall,20,Scotland,52,66,Ross County FC
1000,70000,S. Schmidt,20,Germany,52,64,FC Carl Zeiss Jena
2000,70000,M. Jay,21,England,52,59,Exeter City
1000,60000,A. Tajbakhsh,26,England,52,55,Crawley Town
2000,70000,I. Al Shuayl,22,Saudi Arabia,52,61,Al Qadisiyah
1000,100000,D. Baur,18,Scotland,52,75,Heart of Midlothian
1000,90000,D. Docherty,20,Scotland,52,63,Partick Thistle F.C.
1000,70000,A. Abdallah,19,France,52,63,ES Troyes AC
1000,100000,F. Barragán,18,Colombia,52,70,Atlético Bucaramanga
1000,90000,S. Grogan,19,Republic of Ireland,52,64,St. Patrick's Athletic
1000,80000,A. Byrne,20,England,52,61,Exeter City
1000,100000,O. Snorre,18,Denmark,52,73,Lyngby BK
1000,80000,G. Newell,20,England,52,62,Motherwell
1000,110000,C. Kirk,19,England,52,68,Crewe Alexandra
1000,80000,J. Sowerby,22,England,52,63,Fleetwood Town
1000,70000,K. Kambusi,19,Sweden,52,60,IK Sirius
1000,100000,P. Waring,18,Australia,52,69,Melbourne Victory
1000,60000,M. Turner,23,United States,52,60,New England Revolution
0,0,S. Passi,22,India,52,61,
1000,50000,L. Cattaneo,28,Italy,52,52,Brescia
2000,60000,K. Al Hamdhi,25,Saudi Arabia,52,54,Ettifaq FC
5000,100000,S. Shashoua,18,England,52,70,Tottenham Hotspur
1000,60000,L. Barr,22,Australia,52,59,Bradford City
1000,80000,A. Fioretos,22,Greece,52,62,FC Helsingør
2000,50000,H. Abdulmajeed,23,Saudi Arabia,52,57,Ohod Club
1000,100000,J. Eskesen,18,Denmark,52,68,Odense Boldklub
1000,90000,C. Melody,20,Republic of Ireland,52,63,Galway United
2000,110000,D. Jaiyesimi,19,England,52,66,Grimsby Town
2000,70000,H. Al Khulaif,21,Saudi Arabia,52,61,Al Fateh
1000,110000,K. Ekman,19,Sweden,52,68,Jönköpings Södra IF
1000,100000,H. Kristiansen,18,Norway,52,66,Lillestrøm SK
1000,60000,M. Y_ld_z,21,Turkey,52,60,Medicana Sivasspor
3000,100000,T. Bakinson,18,England,52,72,Bristol City
1000,90000,M. Roerslev,18,Denmark,52,68,FC København
1000,100000,C. Zesiger,19,Switzerland,52,71,Grasshopper Club Zürich
1000,70000,S. Gessl,21,Austria,52,64,Karlsruher SC
1000,110000,W. Fonguck,19,England,52,69,Barnet
1000,50000,B. Schipmann,22,Germany,52,57,Holstein Kiel
1000,100000,C. Theoharous,17,Australia,52,67,Melbourne Victory
1000,60000,A. Weidinger,20,Germany,52,60,SSV Jahn Regensburg
1000,70000,J. Püschel,20,Germany,52,61,SV Meppen
1000,90000,M. Cooper,17,England,52,77,Plymouth Argyle
1000,100000,T. Möller,18,Germany,52,68,VfL Osnabrück
1000,30000,A. Suzuki,30,Japan,52,52,Yokohama F. Marinos
1000,60000,A. Gilardi,22,Italy,52,60,Vercelli
1000,50000,C. Sparrow,23,United States,52,59,Real Salt Lake
3000,100000,K. Wilson,17,England,52,74,Exeter City
1000,80000,C. Ubaezuonu,19,Republic of Ireland,52,61,Dundalk
1000,90000,T. Garratt,20,England,52,65,Doncaster Rovers
1000,90000,S. Hausner,17,Denmark,52,70,Aarhus GF
1000,50000,S. Blake,18,England,52,59,Bristol Rovers
1000,50000,C. Mulhall,29,Republic of Ireland,52,52,Drogheda United
1000,70000,A. Rivero,19,Argentina,52,64,Arsenal de Sarandí
1000,110000,A. Dønnum,19,Norway,52,70,Vålerenga Fotball
1000,70000,M. Harness,21,England,52,60,Port Vale
2000,80000,S. Ingolitsch,20,Austria,52,64,SKN St. Pölten
1000,50000,A. Smith,24,Republic of Ireland,52,59,Cork City
1000,50000,G. Kawanami,26,Japan,52,56,Albirex Niigata
1000,50000,S. Ar_on,27,Slovenia,52,52,Górnik Zabrze
1000,110000,P. Sabbag,20,Colombia,52,67,Asociacion Deportivo Cali
1000,80000,O. Ozdemir,19,France,52,64,Le Havre AC
1000,50000,J. Freitag,22,Poland,52,59,Piast Gliwice
1000,10000,I. Homma,36,Japan,52,52,Albirex Niigata
1000,80000,V. Vesiaho,18,Finland,52,65,HJK Helsinki
1000,90000,G. Harada,19,Japan,52,67,Yokohama F. Marinos
1000,80000,C. Farren,18,Northern Ireland,52,63,Derry City
1000,90000,C. Camwell,18,England,52,72,Coventry City
1000,80000,J. Moran,20,England,52,64,Forest Green
1000,110000,D. Karimani,18,Kosovo,52,73,SC Paderborn 07
1000,60000,J. Buus,20,Denmark,52,60,Odense Boldklub
1000,70000,A. Al Shammari,21,Saudi Arabia,52,57,Al Batin
1000,100000,K. Tshiembe,20,Denmark,52,68,Lyngby BK
2000,50000,M. Al Mutairi,25,Saudi Arabia,52,56,Al Batin
1000,90000,M. Augustin,18,Austria,52,69,Wolfsberger AC
2000,60000,A. Al Haidari,20,Saudi Arabia,52,60,Ohod Club
1000,70000,M. Ga_ecki,21,Poland,52,59,Sandecja Nowy S_cz
1000,110000,E. Bohinen,18,Norway,52,73,Stabæk Fotball
1000,80000,A. Wilk,19,Poland,52,65,Cracovia
1000,100000,R. Hale,20,Northern Ireland,52,65,Galway United
0,0,S. Brotherton,20,New Zealand,52,65,
1000,80000,N. Bellikli,18,Turkey,52,64,AFC Wimbledon
1000,40000,R. Robitsch,27,Austria,52,55,Wolfsberger AC
1000,90000,A. Bukva,19,Sweden,52,64,IFK Norrköping
1000,100000,A. Comrie,20,Scotland,52,67,St. Johnstone FC
1000,100000,A. Maynard-Brewer,18,Australia,52,75,Charlton Athletic
1000,100000,A. Howes,17,England,52,67,Notts County
1000,60000,B. Cotter,18,Republic of Ireland,52,62,Limerick FC
1000,90000,A. Kappenberger,20,Denmark,52,66,FC Helsingør
1000,90000,D. Thürkauf,20,Switzerland,52,67,Werder Bremen II
1000,100000,D. Mehmedovic,19,Austria,52,66,SKN St. Pölten
2000,60000,J. Muñoz,20,Mexico,52,61,Club León
1000,110000,C. Maycock,19,England,52,70,Coventry City
1000,80000,O. Hedvall,18,Denmark,52,70,Silkeborg IF
1000,110000,M. Baze,19,Sweden,52,69,IFK Norrköping
1000,70000,K. Humeler,20,Argentina,52,64,Talleres de Cordoba
1000,100000,F. Fischerauer,18,Austria,52,67,FC Admira Wacker Mödling
1000,90000,T. Arndal,19,Denmark,52,65,AC Horsens
1000,110000,E. Henderson,17,Scotland,52,73,Heart of Midlothian
1000,90000,P. Kalambayi,17,England,52,66,AFC Wimbledon
1000,80000,N. Jørgensen,19,Denmark,52,65,Hobro IK
1000,90000,E. Sandberg,17,Norway,52,66,Lillestrøm SK
1000,40000,T. Omenås,25,Norway,52,52,Sogndal
1000,90000,K. Kubota,20,Japan,52,65,Kashima Antlers
1000,10000,R. Kawai,38,Japan,52,52,Hokkaido Consadole Sapporo
1000,110000,A. Aktas,17,France,52,73,FC Sochaux-Montbéliard
1000,40000,K. Ishii,31,Japan,52,52,Hokkaido Consadole Sapporo
1000,100000,M. Andersen,19,Denmark,52,66,Aalborg BK
1000,90000,N. Senoo,20,Japan,52,64,Gamba Osaka
1000,80000,G. Meli,18,Italy,52,70,Empoli
1000,100000,J. Havlena,18,Czech Republic,52,70,Virtus Entella
1000,100000,J. Bedford,18,England,52,66,Portsmouth
1000,110000,S. Martin,20,Scotland,52,67,Hibernian
1000,10000,Y. Nishibe,36,Japan,52,52,Shimizu S-Pulse
1000,90000,M. Boney,19,England,52,69,Blackpool
1000,100000,M. Tokich,18,Australia,52,67,Western Sydney Wanderers
2000,70000,A. Al Yousif,19,Saudi Arabia,52,62,Al Fateh
1000,60000,Y. Al Sayyah,21,Saudi Arabia,52,62,Al Taawoun
4000,110000,E. Jakobsen,19,Denmark,52,71,Derby County
1000,70000,B. Chevreuil,20,Haiti,52,60,La Berrichonne de Châteauroux
1000,70000,J. Hernandez,21,Mexico,52,60,Real Salt Lake
1000,80000,D. Dumont,17,France,52,65,GFC Ajaccio
1000,70000,S. Ohlsson,24,Sweden,52,58,IFK Göteborg
1000,110000,H. Phillips,19,England,52,69,Southend United
2000,90000,C. Lonsdale,18,England,52,67,Bolton Wanderers
1000,80000,M. Hudson,18,England,52,70,Preston North End
1000,90000,H. Hawsawi,20,Saudi Arabia,52,67,Al Fayha
1000,100000,K. Rowles,19,Australia,52,69,Central Coast Mariners
1000,110000,J. Barrigan,19,England,52,67,Wigan Athletic
1000,110000,L. Matarese,19,Italy,52,66,Frosinone
1000,80000,F. Hornung,21,Switzerland,52,65,FC Thun
3000,100000,A. Whiteman,18,England,52,75,Tottenham Hotspur
1000,0,A. Al Basisi,39,Saudi Arabia,52,52,Ohod Club
1000,90000,W. O'Hora,18,Republic of Ireland,52,66,Bohemian FC
1000,80000,V. Støvland,21,Norway,52,62,Sandefjord Fotball
2000,110000,A. Al Eid,19,Saudi Arabia,52,68,Al Fateh
1000,90000,P. Schmieder,18,Germany,52,66,SV Darmstadt 98
2000,110000,M. Lema,17,Austria,52,76,SK Sturm Graz
5000,100000,J. Lindsay,21,Scotland,52,65,Ross County FC
1000,80000,D. Agamez,18,Colombia,52,67,Jaguares Fútbol Club
1000,90000,N. Cotton,20,England,52,64,Southend United
1000,110000,L. Haren,19,Denmark,52,66,Randers FC
1000,70000,M. Al Zubaidi,19,Saudi Arabia,52,63,Ettifaq FC
2000,70000,S. Al Khayri,22,Saudi Arabia,52,61,Ettifaq FC
1000,0,P. Jennings,37,England,52,52,St. Patrick's Athletic
1000,90000,J. Kitolano,17,Norway,52,67,Odds BK
1000,70000,K. Velde,17,Norway,52,62,FK Haugesund
1000,70000,Y. Bedoya,22,Colombia,52,60,Atlético Huila
1000,70000,D. Petermann,22,Italy,52,59,Palermo
1000,110000,R. Vinderslev,19,Denmark,52,68,SønderjyskE
1000,70000,S. Gönitzer,20,Switzerland,52,61,FC St. Gallen
1000,100000,T. Staubli,17,Switzerland,52,72,FC St. Gallen
1000,70000,R. Watson,21,England,52,64,Scunthorpe United
1000,90000,D. Thøgersen,17,Denmark,52,70,Aarhus GF
1000,100000,K. Lunding,17,Denmark,52,68,Aarhus GF
1000,60000,P. Born,22,Denmark,52,61,SønderjyskE
1000,110000,A. Livingstone,19,Scotland,52,66,Motherwell
1000,110000,N. Gribenco,20,Denmark,52,68,Aarhus GF
1000,100000,M. Gillam,18,England,52,66,Rochdale
1000,60000,A. André Jr,20,France,52,60,Bristol Rovers
1000,50000,D. Carpenter,26,Republic of Ireland,52,54,Shamrock Rovers
1000,110000,A. Burke-Gilroy,19,Australia,52,67,Newcastle Jets
1000,110000,J. Champness,20,Australia,52,69,Newcastle Jets
1000,80000,P. Maronilli,19,Italy,52,65,Cittadella
1000,60000,Hugo,23,Spain,52,61,Albacete Balompié
1000,100000,C. McLennan,17,Scotland,52,72,Aberdeen
2000,80000,C. O'Keeffe,19,Republic of Ireland,51,68,Birmingham City
1000,70000,M. O'Connor,18,Republic of Ireland,51,64,Shamrock Rovers
1000,40000,Kim Hyun Tae,22,Korea Republic,51,57,Jeonnam Dragons
1000,70000,S. Tsuji,19,Japan,51,67,Sagan Tosu
1000,50000,K. Brouder,18,Republic of Ireland,51,61,Limerick FC
1000,80000,M. Andersen,18,Denmark,51,67,FC Nordsjælland
1000,80000,J. Gesien,19,Germany,51,68,Hansa Rostock
1000,70000,N. Schmid,20,Austria,51,65,LASK Linz
1000,40000,K. Shiihashi,20,Japan,51,57,Vegalta Sendai
1000,50000,J. Dorangeon,20,France,51,61,La Berrichonne de Châteauroux
1000,70000,T. Kraulich,18,Germany,51,66,Rot-Weiß Erfurt
1000,60000,J. Hollywood,20,Republic of Ireland,51,62,Drogheda United
