,Episode,Line,Character,Dialogue,Action
16959,105,115,jake,  Chaa...,
16962,105,118,jake,  The lipstick!,
16964,105,120,jake,  The Lich's...,
16966,105,122,jake,"["" Change the Lich's wish!""]",Gasps
16968,105,124,jake,"  And go home! Okay, okay, I wish Lich's wish- was for me.",
16970,105,126,jake,"  And Finn, to go back home to Ooo!",
16978,105,134,jake,[' It worked!'],Getting teary eyed.
16980,105,136,jake,  Ha ha! It already happened! And it never happened!,
16982,105,138,jake,"  Nothing, cause I saved everybody!",
16991,105,147,jake,[' Hmm...'],Picks up jar and reads a small note.
16996,106,4,jake,"[' Okay, so- scooch! Okay so I’m still pretty sure this old book is some warlock spell book or something .']",Jake pushes aside the chicken and it flies away
16998,106,6,jake,"  Warlocks, dude! ,  You ready for some ancient feel good spell craft?",Jake sits down and opens the book
17000,106,8,jake,[' Leeeeet’s seeeee. You got your bibby?'],"Jake reads over the page, which is “Little Jack Horner”"
17002,106,10,jake,[' Yup! '],"Jake uncovers the pie, Finn and Jake hold up their thumbs and the background goes black. Jake begins reciting the rhyme as though it were a spell"
17003,106,11,jake, Little Jack Horner,
17004,106,12,jake," Sat in the corner, ",Finn peeks
17005,106,13,jake, Eating a Christmas pie;,
17006,106,14,jake," He put in his thumb, ",They put in their thumbs and pull out plums
17007,106,15,jake," And pulled out a plum,",
17008,106,16,jake," And said ""What a good boy am I!""",
17009,106,17,jake,[' I don’t feel like a good boy.'],They look around for something to happen
17011,106,19,jake,[' Yeah. Still though. Pretty sweet.'],Jake is eating his plum
17013,106,21,jake,  Yeah! ,They high five with plums on their thumbs
17014,106,22,jake,[' Ooooh! What-a-good-boy-am-I! '],"They burst out the barns doors, Sticks his thumb in an ant hill"
17016,106,24,jake,  Ooooh! What-a-good-boy-am-I! ,He pokes Lady’s baby bump with his thumb and Lady kisses him
17018,106,26,jake,  Ooooh! What-a-good-boy-am-I! ,Sticks his thumb into a flower
17020,106,28,jake,  Ooooh! What-a-good-boy-am-I! ,Finn is holding a chipmunk’ arms up and Jake sticks his thumb in its armpits
17022,106,30,jake,"  No, I don’t.",
17030,106,38,jake,[' Let’s find some more holes.'],Finn and Jake are poking some marshmallow kids
17079,106,87,jake,  But we never felt like good boys.,
17088,107,6,jake,  Ha ha! Yeah man!,
17090,107,8,jake,[' I call being dog and you be human!'],Running away
17093,107,11,jake,  Dog! Dog Dog Dog Dog!,
17095,107,13,jake,"  What? Oh yeah. ,  Bark! Bark Bark Bark Bark! ","chuckles, Chuckles"
17098,107,16,jake,  Ready! Bark!,
17100,107,18,jake,[' More like the perfect blow! That blew.'],"The disk flies up to the top of an extremely tall tree, chuckles"
17102,107,20,jake,"[' Hey, you want me to grab it?']",Jake stretches to the top of the tree
17104,107,22,jake,"  Okay, but it's right here",
17106,107,24,jake,[' Good luck buddy!'],"Jake is running towards Finn and vice versa, As they pass, a hand from Jake's back high fives Finn"
17131,107,49,jake,"["" Wohoah! You're tiny!""]",Jake stretches up to Finn
17133,107,51,jake,  Uhh! No wonder it's been takin' so long! Need any help?,
17135,107,53,jake,"  Okay, well, I'm gonna walk Lady home. I'll be back later. Don't eat any more magic apples. Silly.",
17137,107,55,jake,[' Thank you for packing.'],Jake runs over to lady who is packing up the basket and kisses her
17139,107,57,jake,  You should take it easy.,
17141,107,59,jake," No, no, let's get you back.",
17188,108,0,jake,[' The perfect throw! '],"Finn muffles ""Jake!"" Jake is mixing pickles and ice cream into a bowl on account of Lady. Finn and the squirrel fly by the window and he yells ""Jake!"" again, long gasp, He whispers, Jake waves to Finn and Finn waves back"
17191,108,3,jake,"  I don’t know. I’m the ""first come first serve"" kinda guy. Get in line, ladies! This Rainicorn thing can’t last forever! ,  I didn’t mean that. Don’t spread that around.","chuckles, Magic Man peeks out from under a strip of grass, unnoticed by Finn and Jake"
17193,108,5,jake,"  Well, no. I mean, if you feel something, you feel something! ,  It’s not about personality matrixals and charts, it’s all about the bu-bumps in your heart! ,  You can’t stop the pumps and bumps! Pumps and bumps! Pumps and bumps! ","Jake’s head turns into a graph and his hand an upward moving arrow, His head is a heart shape that beats every time he say “bumps” or “pumps”. He gets extremely close to Finn and his eyes are bugging out, Finn chuckles, as does Magic Man"
17195,108,7,jake,  What about them? ,Looks confused
17197,108,9,jake,  Whoa! Wait! Did BMO say something to you?,
17199,108,11,jake,"  Oh, I see. You’re being weird.",
17203,108,15,jake,  BMO and Ice King?,
17207,108,19,jake,  You’re creepin’ me out. ,Gets up
17210,108,22,jake,"  Oh, is that what you’re doing?",
17212,108,24,jake,  I’m not!,
17214,108,26,jake,  How could you know that?,
17216,108,28,jake,  You can? ,in a mocking tone
17218,108,30,jake,"[' Hey, what’s that in your pants?']",Pointing to the bag
17220,108,32,jake,"  Crazy. ,  Careful, dude.",Finn opens the bag and reaches in
17222,108,34,jake,  What the heck?! Are they alive?! ,They are now moving around aimlessly
17224,108,36,jake,  Maybe it’s black magic. Maybe we shouldn’t mess with them.,
17226,108,38,jake,"  Yeah, that’s good. How many more thingies are in there?",
17228,108,40,jake,"  I’ll make a special spagot ,  with a new sauce.",spaghetti
17231,108,43,jake,[' Who’s in the C-list? '],"stirring the noodles, Adds something, possibly wine, from a bottle, then dumps some spaghetti onto each plate"
17233,108,45,jake,  That’s not very nice. ,Turns off the stove and brings the food to the table
17235,108,47,jake,  Involved with what? ,Sits down and gives Finn his food
17237,108,49,jake,[' What are they talkin’ about?'],Stretches to get forks. Lady and Princess Bubblegum are having a conversation. It looks as though Princess Bubblegum is asking Lady questions
17239,108,51,jake,  Whoa! What kinda narrative are you trying to create here?!,
17241,108,53,jake,"  Alright, well, what else ya got goin’ on?",
17243,108,55,jake,  Ice King? He’s not C-list?,
17245,108,57,jake," No. Don’t play with that hack. Aww, man. Hmm. ,  They’ve got good chemistry. Who’d have guessed?","Little Jake sees the Ice King playing and runs over to him to join in, Jake looks surprised"
17248,108,60,jake,"  Hey, Finn, eat the food before it gets cold. ,  I made a new sauce! Umm, earth to Finn, are you okay?",Pops up from behind Flame Princess and Lumpy Space Princess
17254,108,66,jake,[' You’re up early.'],Jake wakes up and heads down stairs. Finn is sitting at the dinner table with a multitude of Jay T. Doggzone books arranged into a little town
17256,108,68,jake," You stay up all night readin’ trash books? ,  I told you, man. Those datin’ books. ,  That stuff is mess you up. ","Comes back to the table with a drink in a mug, Finn makes a weak “meh” sound., Sips drink, Drinks again"
17258,108,70,jake,"  Oh, let me see little me. ,  Me look so lonely. Hey, Finn, pass me little Lady.",Stretches his head to find little Jake is sitting by himself next to an open book
17260,108,72,jake,[' Wha?'],Confused
17262,108,74,jake,[' Who?!'],Angry
17264,108,76,jake," Ahhhhhh! ,  What the ball, man?!","Hears Lady laughing and goes to the source. He finds little Finn in Lady’s lap kissing under a book teepee, Slams his fists on the table"
17266,108,78,jake,  What? What do ya think “what”?!,
17268,108,80,jake,[' I don’t like where you’re going with this. It ain’t wholesome. I’m gonna go to Lady’s for a few days. To clear my head. '],"slowly backs towards the exit, Leaves"
17273,108,85,jake,"  I’m back! I got over all that messed up stuff you did. ,  Yeesh. You okay, man?",The tree house is covered in trash and Finn looks awful
17276,108,88,jake,  What’s little Finn doing?,
17278,108,90,jake,[' He looks sad. What’s he thinking about?'],Looks concerned
17280,108,92,jake,  Where’s little Rainicorn?,
17282,108,94,jake,  Wha?,
17284,108,96,jake,[' Aww.'],sees Lady still crying in her teepee
17286,108,98,jake,"  This is messed up, dude. You’ve crossed the line from weird curiosity to some dark messed up stuff.",
17288,108,100,jake," The destruction! ,  The depravity! ,  The wrongness of it all! I’m taking that bag back to the cliff where we found it. ","Marceline has licked away half of Peppermint Butler, Xergiok looks like he’s in pain and Turtle Princess is furiously spanking him, Choose Goose, Abracadaniel, and Lollipop Girl are all tangled up together, Tries to grab them but Finn grabs his arms."
17290,108,102,jake,"  You can’t! Just let them do their own biz, man!",
17292,108,104,jake,  How would ya do that?,
17294,108,106,jake,  But he can’t hear you.,
17296,108,108,jake,"  Hmm. Maybe we’re on different dimensional planes and the border between our planes is like a two way mirror. So we can see him, but he can’t see us.",
17299,108,111,jake,  Try shakin’ him.,
17301,108,113,jake,  Maybe we’re vibrating on different intervals. Try shakin’ him at different speeds and see if he responds.,
17303,108,115,jake,  Now go faster!,
17306,108,118,jake,  Faster!,
17308,108,120,jake,"  Go slower, he saw you!",
17311,108,123,jake,  Whoa! Neat!,
17313,108,125,jake,  Now what?,
17320,109,6,jake," Hey dudes! They're still pretty sleepy. Sleepy little sweeties. ,  Pups, meet everybody! ,  Yeeees!","Jake climbs down from the barn's loft holding a bundle, Finn slaps his cheek, Jake opens the bundle and sets them down one by one"
17321,109,7,jake,"  Charlie, ,  T.V., ,  Viola, ,  Kim Kil Whan, and this sweet little lady is Jake Jr.!","Charlie yawns, T.V. rolls over from being so round, legs wobble"
17323,109,9,jake," Yeah, Finn. I love all my little babies so much. ,  I'm not gonna let anything happen to them!","sniffles, Dabs eyes with Jake Jr.'s body"
17325,109,11,jake,"  No way! Check this out! ,  Thanks honey!",Lady shows up with a reusable grocery bag and Jake removes Mom's manual
17327,109,13,jake,  It's Mom's manual for raising beautiful children.,
17330,109,16,jake,"  Aw, BMO! When was the last time you washed your controller? ,  WHOA! ","Jake grunts and removes Viola from the controller, Finn is holding down Charlie and Kim Kil Whan with his leg while bumping T.V. and Jake Jr. together. The pups are enjoying it"
17332,109,18,jake,"  Um, ah, I-I think it's gettin' kinda late. Um, puppies need sleep.",
17334,109,20,jake,"["" Uhhh, Finn, you should go home. I'm gonna live with Lady and the pups from now on. I'm a dad now. It's a pretty big whoop. ""]","Lady kicks Jake forward, Jake takes Lady's hand and she blushes"
17338,109,24,jake,  We'll hang out soon.,
17341,109,27,jake,"["" I'm gonna be the best dad ever! ""]","Jake begins kissing his pups on the head one by one and then goes to kiss Lady, but BMO jumps up to receive the kiss instead. He continues to kiss Lady unfazed, Puts on his dad's hat"
17343,109,29,jake,[' Breakfast time. '],"yawns, He gets up to go make breakfast"
17345,109,31,jake,"  Sorry honey, I'm on guard duty. ,  You're sleepin' for both of us tonight. ,  Breakfast ideas for pups. ","Jake pets Lady's nose, Jake goes and looks and the pups and proceeds into the kitchen. He brings out the holo-message player and plays Mom's manual., Quietly, message begins playing"
17347,109,33,jake," Hmm. , . Kinda like a dead person. ,  They're just asleep. It's okay. Ya gotta be a tough dad. ,  AAAAHHHH! ,  The puppies aren't moving!","Jake goes to check on the pups., He pokes T.V., picks up his arm, and drops it, Returns to kitchen to cook, Slams the egg he was cracking onto the counter and knocks over the bowl, into holo-message player"
17349,109,35,jake,"  AHHHH! ,  Saved 'em! Mom's manual knows best!",Jake stretches over to the pups and does shoddy CPR on Charlie. The pups wake up annoyed and groaning
17351,109,37,jake,"  You guys are getting big! Okay! ,  Excuse me. Mom's manual suggests that I read you guys a story. ,  This was your daddy's favorite book when he was cute like you! ","yawns, Pulls out ""Baby Eating Fox and the Babies"", Where his name, ""Jake"" is on the book he adds "" 's beautiful puppies"" and begins to read. The pups look anxious and look forward to the book. Half way through, he begins to hesitate."
17352,109,38,jake,"  This is a lot darker than I remember! Um, gimme a sec. ,  Is this appropriate for babies?",Jake has realized how morbid the book is and goes to consult the manual
17354,109,40,jake,"  Yeah, okay. Sorry sweeties, Mom's manual says no. ",T.V. throws a rubber duck at Jake's hat. Jake molds his head to form a new one
17356,109,42,jake,"  Take 'em out for fresh air huh? ,  There m- there might be a giant fox out there. ,  Or some-some other predator. ,  Hey! ,  This's not for babies! ","He stretches to look outside, falls asleep, wakes up, The pups were reading the book and Jake snatched it away, He throws the book out the window and it lands next to a sleeping fox"
17364,109,50,jake,"  Okay everyone, your mom wanted me to take y'all out side. ,  Ah ah ah, be careful. ,  No Charlie, no. Too much germs, you know? ,  Everybody just stick together and don't do anything and we can all take a nap.","T.V. reaches for a flower, but is pulled back, Charlie flies up to catch a butterfly, but is pulled down, The butterfly glances back in response to being called ""germy"""
17366,109,52,jake,"  Then- ,  Ah! Uh! ","Jake walks into a spiky branch, opens his eyes to find Jake Jr. playing with a rust sword, Kil Whan putting various mushrooms on his nose, Charlie dancing with a frog, T.V. swinging on a branch, and Viola in a tree"
17367,109,53,jake,"  AHHHH! OH MY GLOOB! No! NoOoOoO! IT'S EVERY PARENT'S WORST NIGHTMARE! NO! No! Noo! ,  Put that down! Get outta there! Ah, come back! Wait T.V., you're gonna hurt yourself! Charlie, nooooo! Viola, wait!",Jake scrambles to catch his pups as they run away like it's a game
17369,109,55,jake,"[' Hey Lady. These puppies are really wearing me out, you know? I can hardly keep my eyes open.']",Lady comes down to see Jake
17371,109,57,jake,"  No, no it's- it's all in the manual you see- it's- it-it's got a fe- ",falls asleep
17376,109,62,jake,"  What the- What are you doing?! Let me go! ,  Hold on, hold on a minute. Just- just lemme- Y'all better watch out! ,  Puppies?! What are you doing?! Go back inside! The manual's gonna flip!","struggles in vain, Tries to stretch, but is too tired. He looks up and sees the pups flying towards him"
17378,109,64,jake,"  Jake Jr.! You said your first words! ""The manual's a buncha junk!"" ... The manual's a buncha junk? Hmm. ",Flashback begins. Margaret is protecting Jake from a cobra in front of a butcher's shop
17382,109,68,jake,  I'm sorry for being such a little stinker kids. Come on and show the old man watcha got!,
17384,109,70,jake,[' Whoa! What the-'],Jake is beamed into the middle of the super pup
17387,109,73,jake,"  You did! I'm super proud y'all and I'm duper sorry too. ,  I've been tryin' to make you know about safety without actually learning about safety the way I did, by not listening to MY mom when that snake jumped out of the policeman's boombox.",Gathers the pups in his arms
